userType,age,gender,educationLevel,occupation,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,rentPayment,utility1Payment,utility2Payment,gpa,collegeScore,cosignerIncome,scholarship,creditScore
working,59,other,high-school,software engineer,33568.31,27529.35,114070.77,71627.2,66256.35,72992.18,on-time,late,on-time,,,,,66
working,40,other,bachelors,technician,117292.42,104911.02,113314.8,77774.91,99854.79,47768.32,on-time,on-time,on-time,,,,,76
working,40,male,bachelors,technician,76838.02,68822.22,67923.34,55061.77,54620.17,73174.47,on-time,on-time,on-time,,,,,83
student,17,female,high-school,student,4409.24,0.0,4246.83,1990.69,0.0,0.0,on-time,on-time,late,5.59,83,0.0,0,60
working,45,other,bachelors,sales,29416.14,56928.77,99298.26,68666.88,65219.01,16727.06,on-time,na,on-time,,,,,76
working,30,male,high-school,software engineer,38164.0,95125.97,59044.09,117256.17,92032.79,88084.21,on-time,on-time,on-time,,,,,75
working,41,male,other,sales,115062.05,104754.67,45061.85,110795.89,88838.96,47373.32,on-time,on-time,on-time,,,,,82
working,42,male,masters,technician,76473.2,11057.83,27946.76,46062.22,111177.36,94952.76,on-time,on-time,on-time,,,,,82
working,57,female,high-school,technician,38649.91,39830.79,59738.76,60269.76,94075.79,89154.22,on-time,on-time,on-time,,,,,74
working,43,other,bachelors,technician,34483.38,22684.81,72641.43,71446.18,81791.8,73512.28,on-time,on-time,on-time,,,,,83
working,59,female,masters,sales,42197.69,37421.83,58444.31,30485.0,32745.38,86417.95,na,on-time,on-time,,,,,85
student,22,male,other,student,752.65,0.0,0.0,0.0,0.0,0.0,late,na,on-time,9.58,78,0.0,0,75
working,33,female,bachelors,technician,25095.28,82645.93,43828.26,38006.77,92545.83,16821.38,na,on-time,on-time,,,,,77
student,18,male,bachelors,student,4634.96,2093.99,650.77,0.0,151.44,3330.87,na,late,na,7.03,73,0.0,0,82
student,27,other,bachelors,student,2969.53,0.0,2150.13,0.0,0.0,4876.35,on-time,na,na,9.98,82,128484.6,0,82
working,56,female,masters,sales,84445.17,50782.66,28984.2,111832.91,41900.39,117312.98,on-time,on-time,on-time,,,,,90
working,33,female,bachelors,sales,18010.29,109420.1,37114.99,13279.33,98046.02,112661.05,on-time,on-time,on-time,,,,,78
working,36,male,masters,manager,98303.88,39570.05,101180.37,63361.97,70217.34,105273.41,on-time,on-time,on-time,,,,,80
student,28,other,bachelors,student,0.0,3291.86,0.0,0.0,3792.82,0.0,on-time,late,na,8.19,41,0.0,1,74
student,24,male,bachelors,student,2040.32,0.0,4490.72,4537.81,0.0,0.0,on-time,late,na,8.31,54,0.0,0,73
student,30,female,bachelors,student,2641.7,2233.09,0.0,0.0,0.0,0.0,on-time,on-time,on-time,5.91,50,0.0,0,60
working,49,other,other,sales,73361.46,105239.76,53850.94,73369.49,35108.97,11986.53,on-time,na,late,,,,,58
student,17,male,bachelors,student,0.0,0.0,0.0,1968.43,4430.03,0.0,late,late,na,5.16,54,6465.37,0,62
working,44,female,bachelors,sales,59640.26,39042.65,119443.99,110814.37,70962.84,25039.29,on-time,on-time,on-time,,,,,82
student,19,other,bachelors,student,0.0,3897.01,1541.16,297.27,0.0,108.73,na,na,late,9.6,88,54422.72,0,78
working,33,male,other,analyst,20640.5,73295.02,69876.27,116771.08,24560.44,45240.57,on-time,on-time,on-time,,,,,82
working,53,male,phd,technician,13677.35,105780.1,119508.81,118830.1,91072.58,61537.76,on-time,on-time,on-time,,,,,85
working,57,male,bachelors,technician,38541.41,23696.44,55324.25,88595.34,15793.78,71996.12,on-time,late,on-time,,,,,63
student,29,other,other,student,1809.41,0.0,0.0,2851.77,4857.24,3700.12,na,on-time,na,7.38,51,144454.69,0,64
working,31,female,high-school,teacher,19737.07,118716.4,29165.64,80728.02,100592.4,37820.02,on-time,late,on-time,,,,,71
working,54,female,bachelors,technician,30766.77,119306.4,86088.53,69695.87,57485.4,67397.93,on-time,on-time,on-time,,,,,85
student,17,female,bachelors,student,0.0,0.0,0.0,0.0,39.13,1065.45,on-time,on-time,late,9.08,80,0.0,0,72
student,30,male,bachelors,student,4420.72,0.0,0.0,22.08,0.0,0.0,late,na,on-time,6.18,79,69614.84,0,69
working,48,other,bachelors,sales,96371.65,93721.26,69631.75,52826.35,52162.18,42791.62,on-time,on-time,on-time,,,,,82
working,38,female,bachelors,manager,36256.94,45649.66,43562.77,89090.16,30034.98,30729.12,on-time,on-time,on-time,,,,,83
working,57,other,masters,analyst,27568.92,28359.13,49359.93,28422.09,101517.06,57925.39,on-time,on-time,late,,,,,66
student,19,other,bachelors,student,4355.31,477.49,0.0,0.0,0.0,2652.61,na,na,on-time,9.23,88,0.0,0,84
working,42,female,bachelors,clerk,21511.42,109736.93,101889.51,63928.45,72917.86,84519.84,on-time,on-time,on-time,,,,,87
working,55,male,masters,software engineer,64703.27,29365.43,65095.25,80636.11,30707.94,30867.9,on-time,on-time,on-time,,,,,84
student,19,male,high-school,student,0.0,0.0,0.0,3180.39,1782.44,4759.43,na,late,na,6.06,57,0.0,0,62
student,26,female,other,student,0.0,0.0,0.0,1703.55,0.0,0.0,late,on-time,na,5.14,57,125704.7,0,45
student,17,male,bachelors,student,3474.71,0.0,0.0,0.0,0.0,0.0,late,on-time,on-time,7.54,55,92171.25,0,72
student,30,female,bachelors,student,3092.64,0.0,0.0,0.0,0.0,0.0,late,na,late,9.31,79,0.0,0,85
working,31,male,bachelors,technician,95114.94,114578.53,16160.62,67869.52,18787.19,15512.57,on-time,on-time,late,,,,,62
working,28,other,masters,teacher,95932.82,71830.51,84937.01,53668.51,68048.29,32978.44,on-time,on-time,on-time,,,,,84
working,55,other,masters,teacher,43078.62,62866.67,26177.11,113865.08,68562.26,51908.76,late,on-time,on-time,,,,,68
student,30,other,bachelors,student,392.1,0.0,313.88,0.0,0.0,1742.14,on-time,on-time,on-time,8.37,49,0.0,0,68
student,26,other,masters,student,0.0,4445.14,2570.36,0.0,2377.94,4695.79,late,na,on-time,7.34,76,0.0,0,72
working,56,other,bachelors,clerk,56788.85,106017.12,61935.25,33383.46,21605.85,54647.99,on-time,on-time,na,,,,,68
working,22,female,bachelors,sales,100419.24,59123.68,36419.18,40538.58,16777.31,99044.44,late,on-time,on-time,,,,,69
working,29,other,bachelors,sales,76140.5,73231.17,22249.4,41593.18,77739.69,111199.37,on-time,on-time,on-time,,,,,80
working,41,female,bachelors,analyst,52100.62,67078.53,60805.08,84513.96,23547.89,119272.83,on-time,late,late,,,,,47
student,27,male,bachelors,student,0.0,773.27,0.0,4911.14,0.0,979.67,on-time,na,late,5.14,79,0.0,0,69
working,60,other,bachelors,technician,72721.33,113231.69,87492.2,12230.13,28342.8,39653.59,late,on-time,on-time,,,,,66
working,23,other,bachelors,sales,26067.34,45775.63,13788.89,72262.69,55064.09,70903.6,on-time,late,on-time,,,,,64
student,23,other,masters,student,0.0,0.0,3686.95,0.0,2804.65,0.0,late,late,na,5.43,51,0.0,0,64
student,24,other,bachelors,student,0.0,4359.17,4851.77,242.82,196.35,3687.27,na,late,late,5.73,43,0.0,0,63
working,27,other,bachelors,clerk,105016.98,37713.73,72340.52,15008.74,69489.69,84231.89,on-time,late,on-time,,,,,64
working,55,other,phd,analyst,116476.2,72388.01,53303.73,18093.49,76491.59,80742.36,on-time,on-time,on-time,,,,,86
student,21,male,bachelors,student,3820.47,0.0,2179.82,0.0,3895.81,0.0,na,late,late,9.11,64,0.0,0,78
working,49,male,bachelors,software engineer,113125.78,11079.31,77729.27,36698.06,33662.64,35191.56,on-time,on-time,on-time,,,,,80
student,25,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,late,na,late,5.19,51,0.0,0,53
student,24,other,high-school,student,0.0,0.0,4292.86,1943.11,4096.32,947.18,on-time,late,late,6.19,68,0.0,0,65
working,37,female,bachelors,software engineer,17868.95,35383.38,81533.62,14183.32,74276.7,45942.32,na,on-time,on-time,,,,,76
student,27,male,bachelors,student,0.0,0.0,3685.74,0.0,0.0,2119.75,late,late,na,7.05,68,0.0,0,62
working,33,other,bachelors,software engineer,16556.79,114969.38,70477.92,12571.11,18517.49,90168.16,on-time,on-time,late,,,,,55
student,28,male,bachelors,student,0.0,2546.84,0.0,0.0,4201.92,2128.39,late,on-time,late,7.97,86,101385.07,0,76
student,23,other,bachelors,student,0.0,3098.71,4483.48,441.23,0.0,0.0,on-time,late,na,5.4,48,86996.76,0,52
student,24,male,masters,student,2205.17,2523.24,0.0,2749.0,0.0,0.0,late,late,na,8.24,53,0.0,0,77
working,42,female,bachelors,clerk,30587.28,76540.46,91754.25,105601.92,22386.09,58811.97,late,on-time,on-time,,,,,69
student,30,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,na,na,8.08,62,0.0,0,68
student,28,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,na,na,on-time,8.2,57,0.0,0,78
student,17,male,bachelors,student,4717.5,1696.43,0.0,0.0,0.0,940.01,na,late,late,9.19,53,0.0,1,83
working,32,male,masters,teacher,56767.27,111100.04,92112.7,62217.7,79592.52,19636.94,on-time,on-time,on-time,,,,,80
working,32,male,bachelors,software engineer,82789.04,40415.79,88228.06,32509.98,82269.6,58393.87,on-time,on-time,on-time,,,,,75
working,39,male,bachelors,software engineer,94803.22,21736.59,34063.31,49643.87,55795.59,71728.3,on-time,late,on-time,,,,,69
student,19,male,bachelors,student,0.0,1659.34,1202.25,1666.94,0.0,0.0,na,na,on-time,8.12,70,0.0,0,77
working,43,male,bachelors,clerk,39686.02,56311.57,116198.99,103141.05,86771.69,88675.33,on-time,on-time,on-time,,,,,81
working,38,other,high-school,analyst,33239.98,90655.83,33407.88,31210.27,95122.52,113026.57,late,on-time,on-time,,,,,55
working,38,other,bachelors,software engineer,77163.38,101815.08,29980.1,89088.58,117250.1,36413.01,on-time,on-time,on-time,,,,,72
student,24,female,bachelors,student,2313.85,4212.89,421.98,447.36,0.0,0.0,on-time,na,na,5.73,64,60848.77,0,52
working,27,other,bachelors,sales,89732.24,95568.69,91318.86,61755.25,68895.27,76741.6,on-time,on-time,on-time,,,,,87
working,37,other,bachelors,analyst,86112.22,84677.73,79827.85,42928.18,118497.44,64228.41,on-time,on-time,on-time,,,,,84
student,26,other,high-school,student,4628.91,0.0,1231.89,0.0,4696.47,4440.95,on-time,late,on-time,7.02,48,9919.64,0,59
working,52,other,masters,sales,85060.7,74133.59,22584.9,101506.63,100504.85,53461.15,on-time,on-time,on-time,,,,,84
student,17,male,bachelors,student,0.0,0.0,3999.93,2928.23,0.0,2793.0,late,na,na,8.89,81,0.0,0,77
working,58,other,high-school,sales,66698.09,49206.68,86441.67,33695.27,48407.85,113056.54,late,on-time,on-time,,,,,59
student,17,female,bachelors,student,2875.37,0.0,0.0,3764.68,4294.89,0.0,on-time,na,late,5.76,93,108301.74,1,85
student,17,female,bachelors,student,2222.64,0.0,0.0,0.0,0.0,0.0,late,na,late,7.92,58,127408.92,0,69
working,38,male,bachelors,manager,59519.12,102004.59,66232.66,61483.18,109545.16,45726.94,on-time,on-time,on-time,,,,,86
student,19,other,high-school,student,3494.7,1609.7,0.0,241.98,0.0,333.44,na,na,na,9.93,59,71114.58,0,77
student,20,female,high-school,student,0.0,3175.62,3320.61,0.0,2021.66,0.0,late,on-time,na,8.91,67,77695.36,0,72
student,28,female,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,na,late,9.49,71,0.0,0,81
student,28,other,bachelors,student,0.0,0.0,0.0,3938.72,0.0,0.0,late,na,late,8.13,90,0.0,0,85
working,44,female,bachelors,technician,21827.25,119087.4,12579.83,100313.33,111032.11,115217.41,on-time,on-time,on-time,,,,,78
working,36,male,bachelors,teacher,99519.5,81656.16,115930.26,73012.61,27650.54,101756.82,on-time,on-time,on-time,,,,,87
student,27,other,high-school,student,1593.48,0.0,0.0,4768.59,0.0,0.0,on-time,on-time,na,7.15,70,0.0,0,55
working,37,other,bachelors,clerk,78882.88,35344.21,81037.39,108803.86,117854.2,93261.12,on-time,on-time,on-time,,,,,86
student,22,female,high-school,student,66.28,277.5,0.0,0.0,448.72,0.0,on-time,na,late,5.21,55,39089.96,0,49
working,39,male,bachelors,technician,76855.71,52913.8,80306.79,10291.99,41242.24,90932.54,on-time,on-time,on-time,,,,,86
working,48,male,bachelors,sales,66266.92,53579.05,88760.06,118295.98,57292.32,51961.32,late,on-time,on-time,,,,,80
student,18,other,bachelors,student,0.0,3858.28,0.0,0.0,0.0,1983.7,late,on-time,on-time,7.34,61,0.0,0,74
student,19,other,other,student,0.0,0.0,0.0,0.0,3985.52,0.0,on-time,on-time,late,6.87,46,0.0,0,66
working,54,female,bachelors,teacher,20240.0,16080.17,59028.59,42528.85,15807.66,30537.96,late,na,na,,,,,57
student,26,female,bachelors,student,0.0,3219.63,511.76,2552.82,0.0,4341.8,na,late,on-time,6.04,53,31777.87,0,63
student,19,other,high-school,student,3422.71,2976.46,294.59,0.0,1368.52,3352.6,on-time,na,on-time,9.12,92,56551.37,1,88
working,41,other,bachelors,sales,83057.45,68153.3,15016.17,51165.62,88430.8,99645.26,on-time,on-time,late,,,,,72
student,30,male,other,student,111.77,1218.08,0.0,3275.73,0.0,0.0,late,on-time,on-time,6.85,84,24778.6,0,73
working,24,male,bachelors,sales,21009.82,103238.02,108649.55,83664.73,74796.25,64802.19,on-time,on-time,on-time,,,,,75
student,24,female,bachelors,student,1468.71,3032.39,0.0,0.0,1953.91,4785.11,on-time,late,on-time,9.62,66,0.0,0,90
working,56,male,bachelors,sales,74662.85,12810.72,69196.74,56732.81,46904.16,30458.68,na,on-time,on-time,,,,,79
working,36,female,bachelors,manager,110186.59,83993.21,54965.32,75363.65,29396.6,119276.38,on-time,on-time,on-time,,,,,84
working,48,female,masters,sales,117428.24,56476.5,86585.85,36139.77,74894.49,114993.6,on-time,on-time,late,,,,,67
student,29,male,bachelors,student,0.0,0.0,3892.41,0.0,0.0,0.0,na,late,late,8.75,51,0.0,0,78
student,30,other,bachelors,student,0.0,2846.33,0.0,0.0,0.0,0.0,late,late,na,5.87,77,0.0,0,59
student,26,male,bachelors,student,3649.38,0.0,0.0,0.0,0.0,0.0,on-time,late,na,8.78,69,0.0,1,83
working,25,male,bachelors,sales,75844.19,34087.52,17520.0,62614.26,40947.13,16667.89,on-time,on-time,on-time,,,,,71
student,18,female,bachelors,student,3378.51,2823.82,0.0,496.92,0.0,0.0,on-time,late,late,8.53,71,13336.34,0,72
working,57,male,bachelors,teacher,29509.79,21318.82,113682.4,94263.61,110442.67,33644.57,on-time,on-time,late,,,,,68
working,31,female,masters,software engineer,90390.01,106372.92,113092.97,38485.65,81142.38,79550.95,on-time,on-time,on-time,,,,,86
working,41,female,masters,software engineer,52546.13,48119.39,119560.6,34620.73,110987.67,110968.95,on-time,on-time,late,,,,,59
working,26,other,bachelors,clerk,109494.96,94069.83,89814.84,60643.54,79566.0,56553.14,on-time,on-time,on-time,,,,,92
student,26,other,bachelors,student,3273.96,0.0,0.0,0.0,221.29,0.0,late,on-time,on-time,8.9,51,0.0,1,77
working,34,female,masters,clerk,43456.3,18069.55,112062.51,13828.76,43995.81,97018.97,late,on-time,late,,,,,58
working,46,male,masters,analyst,83406.3,95779.84,116300.13,104426.72,103486.64,72113.95,on-time,on-time,on-time,,,,,86
working,55,other,bachelors,analyst,53241.98,94704.33,28234.48,72490.56,21519.88,50675.38,on-time,late,on-time,,,,,64
working,28,male,high-school,manager,91133.95,98747.89,48754.03,90904.21,73595.97,69015.41,on-time,on-time,on-time,,,,,75
student,29,female,other,student,4542.53,3370.97,4487.81,4655.3,0.0,3532.48,na,na,on-time,7.74,58,89442.13,0,68
student,24,female,bachelors,student,4003.75,284.7,0.0,0.0,0.0,3209.34,on-time,on-time,on-time,8.22,83,0.0,0,78
working,50,male,bachelors,sales,22242.16,10805.71,95079.39,114086.4,92696.14,51435.69,on-time,on-time,on-time,,,,,76
working,36,male,bachelors,sales,46938.87,25244.66,37548.02,72345.14,65259.22,110842.94,on-time,on-time,on-time,,,,,80
student,29,female,bachelors,student,0.0,0.0,0.0,248.37,797.53,117.32,on-time,na,on-time,6.13,81,0.0,0,58
student,17,other,high-school,student,0.0,0.0,471.05,1494.22,3058.32,0.0,late,on-time,on-time,9.53,70,0.0,1,82
working,49,other,bachelors,teacher,39892.92,99037.89,17080.82,46405.53,71319.07,59040.67,late,on-time,late,,,,,59
student,20,other,bachelors,student,0.0,3255.69,0.0,4833.24,0.0,0.0,on-time,late,late,9.68,95,20030.96,0,91
student,22,other,bachelors,student,0.0,2611.9,0.0,4021.79,545.54,0.0,on-time,na,on-time,6.57,46,0.0,0,65
student,25,male,other,student,227.04,3699.88,0.0,0.0,145.03,0.0,na,na,late,6.36,77,0.0,0,65
student,28,male,bachelors,student,1722.23,0.0,1078.48,2779.9,0.0,0.0,on-time,on-time,na,7.4,77,0.0,0,74
working,45,female,bachelors,teacher,18972.51,119442.56,104179.58,27523.24,82870.22,51161.35,on-time,on-time,on-time,,,,,85
working,22,other,bachelors,software engineer,50046.45,29698.73,75044.55,56201.64,74336.27,102056.29,on-time,late,on-time,,,,,65
student,21,female,bachelors,student,0.0,0.0,0.0,0.0,0.0,1708.03,on-time,late,on-time,6.1,61,0.0,0,62
student,23,other,bachelors,student,2647.57,0.0,0.0,0.0,4100.2,0.0,on-time,na,na,9.85,41,127136.26,0,84
student,28,female,masters,student,0.0,2438.95,0.0,3373.3,0.0,879.83,na,on-time,late,6.33,70,45140.02,0,59
student,29,female,bachelors,student,1424.42,0.0,2760.58,2215.12,0.0,759.43,on-time,na,na,9.5,77,0.0,0,85
student,19,other,other,student,2494.07,0.0,2231.8,1552.83,2979.55,0.0,late,late,on-time,9.91,63,0.0,1,87
working,59,female,bachelors,software engineer,66903.22,101045.04,14665.85,73157.03,24268.83,73755.78,on-time,late,on-time,,,,,79
working,46,female,bachelors,teacher,23499.45,24801.39,54394.81,85273.38,91285.22,98533.85,on-time,late,on-time,,,,,68
working,48,female,masters,manager,56713.14,108777.31,109056.94,67149.98,26466.7,60809.82,on-time,on-time,on-time,,,,,93
working,27,male,bachelors,technician,109614.75,100041.9,117345.08,106566.08,81971.8,20033.53,on-time,on-time,on-time,,,,,84
student,29,female,bachelors,student,0.0,0.0,0.0,3416.81,1504.62,0.0,late,on-time,late,8.29,55,0.0,0,70
student,26,other,other,student,0.0,2836.14,1675.38,0.0,0.0,0.0,late,late,na,9.11,59,121962.76,0,75
student,30,male,other,student,3079.59,3635.96,0.0,1046.23,0.0,3005.97,late,na,late,7.07,43,0.0,0,57
working,57,male,bachelors,clerk,92402.5,78112.27,46862.34,116618.1,116257.57,107498.5,on-time,on-time,on-time,,,,,88
working,48,female,bachelors,manager,11235.54,47873.55,15821.46,51639.74,17218.18,84275.06,late,on-time,on-time,,,,,65
working,41,male,bachelors,clerk,55626.54,51940.87,71083.7,34662.05,106719.37,17843.92,on-time,na,on-time,,,,,75
student,24,other,bachelors,student,0.0,844.71,0.0,0.0,0.0,4937.31,na,on-time,na,7.45,51,0.0,0,61
student,20,female,high-school,student,0.0,0.0,0.0,2250.26,0.0,0.0,late,na,na,7.11,48,0.0,0,57
working,36,male,phd,software engineer,113011.21,27783.23,33012.48,65045.18,60034.29,99797.41,on-time,on-time,on-time,,,,,94
working,46,other,other,software engineer,35947.88,22082.43,92900.67,101359.31,49799.45,45147.52,on-time,on-time,on-time,,,,,70
working,25,male,bachelors,teacher,17221.96,116258.79,45102.47,84819.84,18758.39,10569.82,on-time,late,on-time,,,,,60
working,60,female,bachelors,technician,51711.81,19013.19,49690.53,48241.99,24671.44,62667.21,late,na,late,,,,,48
student,25,male,other,student,3981.66,0.0,0.0,3391.17,0.0,3848.34,late,late,na,5.12,80,0.0,1,53
working,32,female,bachelors,sales,21798.83,53268.81,45443.87,88930.93,92884.73,96265.89,late,on-time,on-time,,,,,68
student,27,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,na,late,late,6.82,58,32084.52,0,64
student,19,male,bachelors,student,0.0,0.0,3358.02,0.0,0.0,797.1,on-time,on-time,na,6.33,62,0.0,0,66
student,25,male,bachelors,student,0.0,0.0,0.0,2440.46,3782.7,893.56,on-time,na,on-time,8.33,44,0.0,0,72
student,28,female,other,student,0.0,3103.37,0.0,0.0,0.0,0.0,on-time,late,na,8.27,42,33102.38,1,68
student,27,female,bachelors,student,232.79,0.0,3313.12,1408.22,0.0,0.0,late,on-time,na,8.42,66,0.0,0,74
student,29,other,bachelors,student,0.0,0.0,0.0,0.0,4921.39,0.0,late,na,late,6.44,42,40252.59,0,72
student,24,male,other,student,2366.14,0.0,0.0,0.0,0.0,2056.4,na,na,na,9.18,43,133471.15,0,71
working,44,other,bachelors,technician,76759.24,82482.49,23793.51,20958.06,65656.4,85620.71,on-time,on-time,on-time,,,,,85
student,18,female,bachelors,student,2011.04,232.72,0.0,0.0,0.0,0.0,on-time,na,na,8.98,54,0.0,0,82
working,44,male,bachelors,manager,65218.33,12906.19,24019.99,93903.55,119466.89,107923.73,on-time,on-time,on-time,,,,,75
student,24,male,bachelors,student,586.47,0.0,482.19,0.0,0.0,0.0,na,na,on-time,7.97,79,0.0,0,72
working,58,female,masters,sales,38424.55,110034.34,64040.19,102736.53,18445.93,40231.19,on-time,on-time,on-time,,,,,85
working,52,other,phd,software engineer,69686.78,109193.34,27997.64,63601.19,101228.15,112277.49,on-time,on-time,on-time,,,,,82
student,30,other,masters,student,0.0,0.0,0.0,4008.13,3979.74,0.0,late,on-time,na,9.51,50,0.0,0,71
working,26,male,masters,software engineer,73129.26,26984.65,48654.6,119310.29,98828.19,44484.74,on-time,on-time,on-time,,,,,88
student,30,female,high-school,student,0.0,3721.03,1680.72,0.0,0.0,0.0,na,on-time,on-time,5.56,65,38765.7,0,52
student,22,male,bachelors,student,2312.05,4667.38,0.0,0.0,2016.03,497.45,late,late,on-time,7.64,63,84407.28,0,69
student,23,male,bachelors,student,0.0,1364.35,4329.99,0.0,0.0,0.0,on-time,on-time,on-time,8.53,76,39344.46,0,74
working,36,female,masters,sales,70090.48,55301.17,75140.64,118711.05,41053.02,20010.76,on-time,on-time,on-time,,,,,82
student,30,male,bachelors,student,0.0,1306.68,0.0,936.89,0.0,3565.55,na,on-time,late,8.24,52,0.0,1,77
working,37,male,bachelors,manager,100821.01,24556.11,19155.5,94151.66,93408.35,81643.38,on-time,late,on-time,,,,,64
working,57,male,masters,sales,96017.08,92127.58,29446.8,26642.82,11601.87,83268.55,late,on-time,on-time,,,,,75
working,48,other,bachelors,software engineer,84168.43,56127.65,115026.7,58821.29,71230.76,28982.19,on-time,on-time,on-time,,,,,81
working,30,female,bachelors,manager,39734.36,12876.28,78454.6,90754.45,84411.33,67709.55,on-time,on-time,late,,,,,68
student,21,female,bachelors,student,0.0,0.0,156.78,0.0,1298.13,0.0,on-time,na,on-time,9.84,95,130353.45,0,85
working,24,male,bachelors,manager,38894.65,95722.57,115654.88,101061.14,81392.43,76903.78,on-time,on-time,on-time,,,,,85
working,39,other,bachelors,technician,28151.16,114415.42,83676.16,67362.01,115158.24,54591.15,on-time,on-time,on-time,,,,,77
working,43,other,bachelors,analyst,37535.58,78126.02,39786.12,46433.17,41236.24,47955.72,na,on-time,on-time,,,,,78
working,48,other,bachelors,software engineer,115755.89,44582.4,23762.77,39353.22,14712.56,87344.52,na,on-time,on-time,,,,,69
student,27,female,bachelors,student,3596.85,0.0,2495.08,0.0,186.38,0.0,na,late,on-time,7.83,93,0.0,0,76
working,32,other,bachelors,clerk,56482.42,113819.13,100496.49,15294.88,67071.99,87894.34,on-time,on-time,on-time,,,,,88
working,25,male,bachelors,teacher,24354.24,88860.6,76135.44,71374.99,44088.94,90408.94,on-time,on-time,on-time,,,,,86
working,28,male,bachelors,analyst,54782.02,61695.94,29521.33,54023.34,76037.99,56637.87,on-time,on-time,na,,,,,78
student,26,other,bachelors,student,2543.57,0.0,0.0,4287.5,0.0,0.0,on-time,on-time,on-time,9.35,81,0.0,0,80
student,25,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,na,na,6.65,95,122575.4,0,78
student,23,female,bachelors,student,0.0,0.0,1671.69,0.0,0.0,2994.25,na,on-time,na,7.63,58,0.0,0,67
student,21,male,bachelors,student,886.47,0.0,3702.65,3866.78,0.0,0.0,na,on-time,on-time,5.53,53,0.0,0,47
working,23,male,masters,manager,79138.01,55867.19,15134.27,58172.91,117976.28,74988.97,on-time,late,on-time,,,,,72
working,47,other,phd,software engineer,101388.18,60141.39,33596.33,64625.31,38444.43,62699.77,on-time,on-time,on-time,,,,,86
student,24,other,high-school,student,0.0,4620.49,0.0,870.53,0.0,0.0,na,late,late,9.11,54,0.0,0,69
student,30,other,bachelors,student,0.0,0.0,0.0,1660.01,0.0,0.0,na,late,na,9.75,48,115800.97,0,79
student,21,other,bachelors,student,0.0,992.35,0.0,0.0,1192.41,0.0,on-time,na,late,7.69,61,0.0,0,71
working,45,male,high-school,analyst,40675.87,67570.89,34611.49,90569.35,62281.74,93211.94,on-time,on-time,on-time,,,,,75
working,33,female,bachelors,analyst,102510.89,79862.4,40750.14,113646.58,74510.34,102018.37,on-time,on-time,on-time,,,,,84
student,28,female,bachelors,student,586.09,0.0,135.65,0.0,1042.79,2763.43,late,na,na,7.08,87,0.0,1,76
student,28,male,bachelors,student,0.0,0.0,4481.48,0.0,0.0,50.95,on-time,on-time,late,8.74,41,15754.28,0,74
student,28,other,bachelors,student,0.0,0.0,0.0,823.22,2328.4,0.0,on-time,on-time,na,7.79,95,0.0,0,79
student,24,male,masters,student,2973.96,1681.56,0.0,1090.1,889.17,0.0,late,late,late,8.93,87,65412.52,0,85
working,50,other,bachelors,clerk,30994.71,48728.96,75643.43,61878.67,80313.0,97088.07,on-time,on-time,on-time,,,,,84
working,34,other,masters,technician,95372.3,62083.86,25559.14,47023.51,52965.07,66691.36,on-time,on-time,on-time,,,,,89
student,23,female,masters,student,4419.72,3498.28,0.0,0.0,821.15,1394.31,on-time,late,on-time,8.39,92,0.0,0,77
working,33,other,bachelors,clerk,66402.43,41981.91,108198.54,65940.38,74263.31,103316.59,on-time,on-time,on-time,,,,,76
student,24,other,bachelors,student,0.0,0.0,0.0,3939.05,4276.44,0.0,na,late,late,7.41,58,20925.28,0,74
working,52,male,bachelors,teacher,29739.66,104687.52,36562.92,46914.42,46372.02,76897.57,on-time,on-time,on-time,,,,,83
working,40,female,bachelors,analyst,14944.76,107639.98,43297.69,41103.01,62070.05,64930.28,late,on-time,na,,,,,65
student,26,female,other,student,662.23,0.0,3062.73,0.0,0.0,2214.96,on-time,late,late,9.38,48,0.0,0,71
student,20,female,bachelors,student,0.0,4329.38,0.0,0.0,0.0,4455.44,late,late,on-time,9.96,52,113189.38,0,85
student,28,male,bachelors,student,0.0,757.36,2760.59,0.0,0.0,0.0,on-time,late,on-time,8.5,56,0.0,0,75
student,23,male,masters,student,1981.35,854.67,4967.85,2606.92,2379.68,0.0,late,late,na,9.95,47,0.0,0,77
working,33,other,bachelors,manager,113047.46,60329.9,87719.51,37719.04,52280.57,16282.21,on-time,on-time,late,,,,,61
working,47,other,masters,manager,38026.74,23621.02,71369.33,24629.98,60658.95,29723.92,on-time,on-time,na,,,,,80
student,18,male,bachelors,student,1207.5,0.0,4603.64,1298.05,2847.89,0.0,late,on-time,late,9.19,56,0.0,0,71
working,55,male,bachelors,technician,96324.98,60646.13,39873.23,73602.9,24843.0,114096.69,on-time,on-time,on-time,,,,,71
student,17,other,bachelors,student,4508.59,1963.97,2212.32,3792.13,3873.98,1865.97,on-time,late,na,6.93,63,0.0,0,68
student,23,other,masters,student,0.0,1038.9,4378.71,0.0,0.0,2962.76,na,na,on-time,7.22,75,149331.51,0,69
